Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prod 3 - Query Performance,Firefox 67.0,,2019-06-07 16:10:32,2019-06-07 16:19:42,9m - 10.217s,FAILED
,,,,,,
Test Cases/Prod 3 - Query Performance,Firefox 67.0,,2019-06-07 16:10:33,2019-06-07 16:19:42,9m - 9.901s,FAILED
openBrowser,Firefox 67.0,"Fires up the browser
",2019-06-07 16:10:33,2019-06-07 16:10:42,9.247s,PASSED
setText,Firefox 67.0,Filling out login info (username),2019-06-07 16:10:42,2019-06-07 16:10:42,0.157s,PASSED
setEncryptedText,Firefox 67.0,Filling out login info (password),2019-06-07 16:10:42,2019-06-07 16:10:42,0.118s,PASSED
click,Firefox 67.0,Clicks the Stay Logged In button,2019-06-07 16:10:42,2019-06-07 16:10:43,0.400s,PASSED
click,Firefox 67.0,Clicks the Submit button to login,2019-06-07 16:10:43,2019-06-07 16:10:46,3.205s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-07 16:10:46,2019-06-07 16:10:49,3.239s,PASSED
verifyElementPresent,Firefox 67.0,,2019-06-07 16:10:49,2019-06-07 16:10:49,0.048s,PASSED
navigateToUrl,Firefox 67.0,OVERVIEW DASHBOARD,2019-06-07 16:10:49,2019-06-07 16:10:51,1.567s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-07 16:10:51,2019-06-07 16:10:55,3.746s,PASSED
waitForPageLoad,Firefox 67.0,,2019-06-07 16:10:55,2019-06-07 16:10:55,0.022s,PASSED
navigateToUrl,Firefox 67.0,"LIVE EVENT DETAIL | ~10k agents
Moid: d8f27777-0956-45c2-a5fa-c206baccebf3",2019-06-07 16:10:55,2019-06-07 16:10:58,2.972s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-07 16:10:58,2019-06-07 16:13:28,2m - 30.525s,FAILED
waitForPageLoad,Firefox 67.0,,2019-06-07 16:13:28,2019-06-07 16:13:28,0.007s,PASSED
navigateToUrl,Firefox 67.0,"LIVE (In Progress) EVENT | ~10k Agents, filtered by the past 1 Month",2019-06-07 16:13:28,2019-06-07 16:13:32,4.194s,PASSED
