Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Prod 3 - Query Performance,Chrome 75.0.3770.100,,2019-06-24 09:41:40,2019-06-24 09:52:27,10m - 47.121s,FAILED
,,,,,,
Test Cases/Prod 3 - Query Performance,Chrome 75.0.3770.100,,2019-06-24 09:41:40,2019-06-24 09:52:27,10m - 46.802s,FAILED
openBrowser,Chrome 75.0.3770.100,"Fires up the browser
",2019-06-24 09:41:40,2019-06-24 09:41:46,5.891s,PASSED
setText,Chrome 75.0.3770.100,Filling out login info (username),2019-06-24 09:41:46,2019-06-24 09:41:47,0.228s,PASSED
setEncryptedText,Chrome 75.0.3770.100,Filling out login info (password),2019-06-24 09:41:47,2019-06-24 09:41:47,0.174s,PASSED
click,Chrome 75.0.3770.100,Clicks the Stay Logged In button,2019-06-24 09:41:47,2019-06-24 09:41:47,0.092s,PASSED
click,Chrome 75.0.3770.100,Clicks the Submit button to login,2019-06-24 09:41:47,2019-06-24 09:41:51,4.295s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:41:51,2019-06-24 09:41:56,4.804s,PASSED
verifyElementPresent,Chrome 75.0.3770.100,,2019-06-24 09:41:56,2019-06-24 09:41:56,0.035s,PASSED
navigateToUrl,Chrome 75.0.3770.100,OVERVIEW DASHBOARD,2019-06-24 09:41:56,2019-06-24 09:41:57,1.407s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:41:57,2019-06-24 09:42:02,4.615s,PASSED
waitForPageLoad,Chrome 75.0.3770.100,,2019-06-24 09:42:02,2019-06-24 09:42:02,0.109s,PASSED
navigateToUrl,Chrome 75.0.3770.100,LIVE EVENT SUMMARY DASHBOARD,2019-06-24 09:42:02,2019-06-24 09:42:03,1.357s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:42:03,2019-06-24 09:42:38,34.630s,PASSED
waitForPageLoad,Chrome 75.0.3770.100,,2019-06-24 09:42:38,2019-06-24 09:42:38,0.008s,PASSED
navigateToUrl,Chrome 75.0.3770.100,"LIVE EVENT DETAIL | ~10k agents
Moid: d8f27777-0956-45c2-a5fa-c206baccebf3",2019-06-24 09:42:38,2019-06-24 09:42:40,1.537s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:42:40,2019-06-24 09:45:11,2m - 31.693s,FAILED
waitForPageLoad,Chrome 75.0.3770.100,,2019-06-24 09:45:11,2019-06-24 09:45:11,0.012s,PASSED
navigateToUrl,Chrome 75.0.3770.100,"LIVE (In Progress) EVENT | ~10k Agents, filtered by the past 1 Month",2019-06-24 09:45:11,2019-06-24 09:45:14,2.649s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:45:14,2019-06-24 09:47:46,2m - 31.726s,FAILED
waitForPageLoad,Chrome 75.0.3770.100,,2019-06-24 09:47:46,2019-06-24 09:47:46,0.008s,PASSED
navigateToUrl,Chrome 75.0.3770.100,VIDEO ON DEMAND SUMMARY,2019-06-24 09:47:46,2019-06-24 09:47:48,2.490s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:47:48,2019-06-24 09:47:53,4.282s,PASSED
waitForPageLoad,Chrome 75.0.3770.100,,2019-06-24 09:47:53,2019-06-24 09:47:53,0.007s,PASSED
navigateToUrl,Chrome 75.0.3770.100,"VIDEO ON DEMAND DETAIL | ~1k agents
Moid: bd9e0a4f-8517-4101-ae16-223bad8adc2d",2019-06-24 09:47:53,2019-06-24 09:47:56,3.022s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:47:56,2019-06-24 09:48:10,13.961s,PASSED
waitForPageLoad,Chrome 75.0.3770.100,,2019-06-24 09:48:10,2019-06-24 09:48:10,0.021s,PASSED
navigateToUrl,Chrome 75.0.3770.100,NETWORK SUMMARY,2019-06-24 09:48:10,2019-06-24 09:48:11,1.933s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:48:11,2019-06-24 09:48:18,6.401s,PASSED
waitForPageLoad,Chrome 75.0.3770.100,,2019-06-24 09:48:18,2019-06-24 09:48:18,0.013s,PASSED
navigateToUrl,Chrome 75.0.3770.100,"NETWORK CONTENT | ~17K agents
Moid: d8f27777-0956-45c2-a5fa-c206baccebf3",2019-06-24 09:48:18,2019-06-24 09:48:19,1.627s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:48:19,2019-06-24 09:48:26,6.143s,PASSED
waitForPageLoad,Chrome 75.0.3770.100,,2019-06-24 09:48:26,2019-06-24 09:48:26,0.044s,PASSED
navigateToUrl,Chrome 75.0.3770.100,NETWORK LOCALITY | ~300 agents,2019-06-24 09:48:26,2019-06-24 09:48:27,1.613s,PASSED
waitForAngularLoad,Chrome 75.0.3770.100,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-06-24 09:48:27,2019-06-24 09:48:32,4.703s,PASSED
waitForPageLoad,Chrome 75.0.3770.100,,2019-06-24 09:48:32,2019-06-24 09:48:32,0.007s,PASSED
