Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
EU1 - Query Performance,Firefox 67.0,,2019-07-12 15:45:13,2019-07-12 15:56:04,10m - 50.711s,FAILED
,,,,,,
Test Cases/EU1/EU 1 - Query Performance,Firefox 67.0,,2019-07-12 15:45:14,2019-07-12 15:56:04,10m - 50.283s,FAILED
openBrowser,Firefox 67.0,"Fires up the browser
",2019-07-12 15:45:14,2019-07-12 15:45:25,10.535s,PASSED
setText,Firefox 67.0,Filling out login info (username),2019-07-12 15:45:25,2019-07-12 15:45:25,0.227s,PASSED
setEncryptedText,Firefox 67.0,Filling out login info (password),2019-07-12 15:45:25,2019-07-12 15:45:25,0.141s,PASSED
click,Firefox 67.0,Clicks the Stay Logged In button,2019-07-12 15:45:25,2019-07-12 15:45:25,0.253s,PASSED
click,Firefox 67.0,Clicks the Submit button to login,2019-07-12 15:45:25,2019-07-12 15:45:33,7.467s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-07-12 15:45:33,2019-07-12 15:45:36,2.875s,PASSED
verifyElementPresent,Firefox 67.0,,2019-07-12 15:45:36,2019-07-12 15:45:36,0.113s,PASSED
navigateToUrl,Firefox 67.0,OVERVIEW DASHBOARD,2019-07-12 15:45:36,2019-07-12 15:45:39,3.128s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-07-12 15:45:39,2019-07-12 15:45:41,2.156s,PASSED
waitForPageLoad,Firefox 67.0,,2019-07-12 15:45:41,2019-07-12 15:45:41,0.147s,PASSED
navigateToUrl,Firefox 67.0,LIVE EVENT SUMMARY DASHBOARD,2019-07-12 15:45:41,2019-07-12 15:45:44,2.601s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-07-12 15:45:44,2019-07-12 15:45:47,3.374s,PASSED
waitForPageLoad,Firefox 67.0,,2019-07-12 15:45:47,2019-07-12 15:45:47,0.011s,PASSED
navigateToUrl,Firefox 67.0,"LIVE EVENT DETAIL | ~10k agents
Moid: d8f27777-0956-45c2-a5fa-c206baccebf3",2019-07-12 15:45:47,2019-07-12 15:45:52,5.172s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-07-12 15:45:52,2019-07-12 15:45:55,2.811s,PASSED
waitForPageLoad,Firefox 67.0,,2019-07-12 15:45:55,2019-07-12 15:45:55,0.075s,PASSED
navigateToUrl,Firefox 67.0,"LIVE (In Progress) EVENT | ~10k Agents, filtered by the past 1 Month",2019-07-12 15:45:55,2019-07-12 15:45:58,3.099s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-07-12 15:45:58,2019-07-12 15:46:19,20.962s,PASSED
waitForPageLoad,Firefox 67.0,,2019-07-12 15:46:19,2019-07-12 15:46:19,0.009s,PASSED
navigateToUrl,Firefox 67.0,VIDEO ON DEMAND SUMMARY,2019-07-12 15:46:19,2019-07-12 15:46:23,3.206s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-07-12 15:46:23,2019-07-12 15:46:52,29.543s,PASSED
waitForPageLoad,Firefox 67.0,,2019-07-12 15:46:52,2019-07-12 15:46:52,0.030s,PASSED
navigateToUrl,Firefox 67.0,"VIDEO ON DEMAND DETAIL | ~1k agents
Moid: bd9e0a4f-8517-4101-ae16-223bad8adc2d",2019-07-12 15:46:52,2019-07-12 15:46:56,3.794s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-07-12 15:46:56,2019-07-12 15:47:37,40.636s,PASSED
waitForPageLoad,Firefox 67.0,,2019-07-12 15:47:37,2019-07-12 15:47:37,0.107s,PASSED
navigateToUrl,Firefox 67.0,NETWORK SUMMARY,2019-07-12 15:47:37,2019-07-12 15:47:40,3.494s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-07-12 15:47:40,2019-07-12 15:48:56,1m - 15.449s,PASSED
waitForPageLoad,Firefox 67.0,,2019-07-12 15:48:56,2019-07-12 15:48:56,0.010s,PASSED
navigateToUrl,Firefox 67.0,"NETWORK CONTENT | ~17K agents
Moid: d8f27777-0956-45c2-a5fa-c206baccebf3",2019-07-12 15:48:56,2019-07-12 15:49:00,4.306s,PASSED
waitForAngularLoad,Firefox 67.0,Waits for all angular elements on the landing page and throws an exception after 90 seconds,2019-07-12 15:49:00,2019-07-12 15:49:05,4.760s,PASSED
waitForPageLoad,Firefox 67.0,,2019-07-12 15:49:05,2019-07-12 15:49:05,0.070s,PASSED
